Title1,Title2,Description,EAN,Brand,Name,Year,Display_Type,Swiss_Made,Water_Resistance,Dial_Color,Hand_Colors,Case_Code,Diameter,Case_Thickness,Case_Material,Case_Shape,Case_Color,Back_Case_Material,Back_Case,Material_Crystal,Crown,Movement_Part_Nr,Movement_Brand,Swiss_Movement,Mechanism,Battery,Battery_URL,Battery_Life,Hackable,Skeletonized,Strap_Width,Strap_Material,Lug_Width,Band_Width_At_Clasp,Band_Color,Clasp_Type,Clasp_Color,Color_Stitching,Length_Band_At_12_Clock,Length_Band_At_6_Clock,Band_Sizing_By_HWG,Mount_Type,Straight_Strap_Mount,Suitable_For_Wrist_Size,Original_Strap,Image_Link,URL,Price_Range
Emporio Armani AR1910 Watch,Gold Ladies Watch with MOP dial,This Emporio Armani watch has a case made of stainless steel with a diameter of 32 mm and is fitted with a leather band. Inside the case lies a Miyota movement and the watch features a Mineral crystal. The watch is 3 ATM. This means the watch is splash waterproof. The watch comes with 2 Year Warranty. .,4053858508422,Emporio Armani,,2015 Fall / Winter,Analog,No,3 Bar (Wash hands),Mother of pearl,"Gold, Gold",AR1910,32 mm,8 mm,Stainless steel,Round,Gold,Stainless steel,Closed with screws,Mineral,Pull crown,9T22 ( See specifications ) Download manual (English),Miyota,,quartz,Renata R321 321 / SR616SW Battery,,24 months,Yes,,14 mm,Leather,14 mm,12 mm,Black,Buckle,Gold,,,,No,Pushpins,Yes,150 mm - 190 mm,Strap Emporio Armani AAR1910,https://www.mastersintime.com/pictures/emporio-armani-gianni-t-bar-ar1910-3815971.jpg,https://www.mastersintime.com/emporio-armani-gold-ladies-watch-with-mop-dial-ar1910.htm,$165.-
Emporio Armani AR60094 Watch,Automatic gents watch with skeleton dial,This Emporio Armani watch has a case made of stainless steel with a diameter of 43 mm and is fitted with a leather band. Inside the case lies a Miyota movement and the watch features a Mineral crystal. The watch is 5 ATM. This means the watch is suitable for showering. The watch comes with 2 Year Warranty. .,4064092368062,Emporio Armani,,2025 Fall / Winter,Analog,No,5 Bar (Shower),Silver,"Rose gold, Rose gold, Rose gold",AR60094,43 mm,13 mm,Stainless steel,Round,Silver,Stainless steel,Closed with screws,Mineral,Pull crown,8N24 ( See specifications ) Download manual (English),Miyota,No,Mechanical Automatic,,,,Yes,No,22 mm,Leather,22 mm,18 mm,Brown,Buckle,Silver,,80 mm,120 mm,No,Pushpins,Yes,160 mm - 210 mm,Strap Emporio Armani AAR60094,https://www.mastersintime.com/pictures/emporio-armani-ar60094-antonio-18709259.jpg,https://www.mastersintime.com/emporio-armani-automatic-gents-watch-with-skeleton-dial-ar60094.htm,$434.-
Emporio Armani AR11734 Watch,Stainless steel quartz watch with domed crystal,This Emporio Armani watch has a case made of stainless steel with a diameter of 41 mm and is fitted with a stainless steel band. Inside the case lies a Miyota movement and the watch features a Mineral crystal. The watch is 5 ATM. This means the watch is suitable for showering. The watch comes with 2 Year Warranty. .,4064092367706,Emporio Armani,,2025 Fall / Winter,Analog,No,5 Bar (Shower),Green,"Silver, Silver, Black",AR11734,41 mm,13 mm,Stainless steel,Round,Silver,Stainless steel,Snap on,Mineral,Pull crown,2315 ( See specifications ) Download manual (English),Miyota,No,quartz,Renata R377 377 / SR626SW / SG4 Battery,,36 months,Yes,No,20 mm,Stainless steel,20 mm,16 mm,Silver,Butterfly clasp with push buttons,Silver,,,,Yes,Pushpins,Yes,160 mm - 210 mm,Strap Emporio Armani AAR11691,https://www.mastersintime.com/pictures/emporio-armani-ar11734-dario-18709169.jpg,https://www.mastersintime.com/emporio-armani-stainless-steel-quartz-watch-with-domed-crystal-ar11734.htm,$269.-
Emporio Armani AR11735 Watch,Stainless steel quartz watch with domed crystal,This Emporio Armani watch has a case made of stainless steel with a diameter of 41 mm and is fitted with a stainless steel band. Inside the case lies a Miyota movement and the watch features a Mineral crystal. The watch is 5 ATM. This means the watch is suitable for showering. The watch comes with 2 Year Warranty. .,4064092367713,Emporio Armani,,2025 Fall / Winter,Analog,No,5 Bar (Shower),Silver,"Gold, Gold, Black",AR11735,41 mm,10 mm,Stainless steel,Round,Bicolor,Stainless steel,Closed with screws,Mineral,Pull crown,2315 ( See specifications ) Download manual (English),Miyota,No,quartz,Renata R377 377 / SR626SW / SG4 Battery,,36 months,Yes,No,20 mm,Stainless steel,20 mm,16 mm,Bicolor,Butterfly clasp with push buttons,Silver,,,,Yes,Pushpins,Yes,160 mm - 210 mm,Strap Emporio Armani AAR11692,https://www.mastersintime.com/pictures/emporio-armani-ar11735-dario-18709205.jpg,https://www.mastersintime.com/emporio-armani-stainless-steel-quartz-watch-with-domed-crystal-ar11735.htm,$269.-
Emporio Armani AR11713 Watch,Quartz Chronograph with Date,This Emporio Armani watch has a case made of stainless steel with a diameter of 43 mm and is fitted with a stainless steel band. Inside the case lies a Miyota movement and the watch features a Mineral crystal. The watch is 5 ATM. This means the watch is suitable for showering. The watch comes with 2 Year Warranty. .,4064092357714,Emporio Armani,,2025 Fall / Winter,Analog,No,5 Bar (Shower),Black,"Gold, Gold, Gold",AR11713,43 mm,11 mm,Stainless steel,Round,Silver,Stainless steel,Snap on,Mineral,Pull crown,JS25 ( See specifications ) Download manual (English),Miyota,No,quartz,Renata R364 364 / SR621SW Battery,,24 months,Yes,No,20 mm,Stainless steel,20 mm,18 mm,Bicolor,Buckle,Silver,,,,Yes,Quick release pushpins,Yes,160 mm - 220 mm,Strap Emporio Armani AAR11713,https://www.mastersintime.com/pictures/emporio-armani-ar11713-antonio-18708839.jpg,https://www.mastersintime.com/emporio-armani-quartz-chronograph-with-date-ar11713.htm,$340.-
Emporio Armani AR11730 Watch,Minimalist stainless steel quartz watch with date,This Emporio Armani watch has a case made of stainless steel with a diameter of 43 mm and is fitted with a stainless steel band. Inside the case lies a Seiko Instruments Inc. movement and the watch features a Mineral crystal. The watch is 3 ATM. This means the watch is splash waterproof. The watch comes with 2 Year Warranty. .,4064092365979,Emporio Armani,,2025 Fall / Winter,Analog,No,3 Bar (Wash hands),Silver,"Silver, Silver, Silver",AR11730,43 mm,9 mm,Stainless steel,Round,Silver,Stainless steel,Snap on,Mineral,Pull crown,VX42 ( See specifications ) Download manual (English),Seiko Instruments Inc.,No,quartz,Renata R371 371 / SR920SW / SG6 / AG6 Battery,,36 months,Yes,No,22 mm,Stainless steel,22 mm,20 mm,Silver,Deployment clasp with push buttons,Silver,,,,Yes,Pushpins,Yes,160 mm - 210 mm,Strap Emporio Armani AAR11310,https://www.mastersintime.com/pictures/emporio-armani-ar11730-ruggero-18709079.jpg,https://www.mastersintime.com/emporio-armani-minimalist-stainless-steel-quartz-watch-with-date-ar11730.htm,$269.-
Emporio Armani AR11695 Watch,Solar powered diver style quartz chronograph,This Emporio Armani watch has a case made of stainless steel with a diameter of 43 mm and is fitted with a stainless steel band. Inside the case lies a Seiko movement and the watch features a Mineral crystal. The watch is 10 ATM. This means the watch is suitable for swimming. The watch comes with 2 Year Warranty. .,4064092347449,Emporio Armani,,2025 Fall / Winter,,No,10 Bar (Swim),Green,"Gold, Gold, Gold",AR11695,43 mm,13 mm,Stainless steel,Round,Bicolor,Stainless steel,Screwed case back,Mineral,Pull crown,VR42 ( See specifications ) Download manual (English),Seiko,No,Solar Quartz,MT920,,6 months,Yes,No,22 mm,Stainless steel,22 mm,18 mm,Bicolor,Deployment clasp with push buttons and safety,Silver,,,,Yes,Pushpins,Yes,160 mm - 210 mm,Strap Emporio Armani AAR11606,https://www.mastersintime.com/pictures/emporio-armani-ar11695-world-explorer-18364778.jpg,https://www.mastersintime.com/emporio-armani-solar-powered-diver-style-quartz-chronograph-ar11695.htm,$422.-
Emporio Armani AR11725 Watch,Stainless steel quartz chronograph watch with cushion case,This Emporio Armani watch has a case made of stainless steel with a diameter of 40 mm and is fitted with a stainless steel band. Inside the case lies a Miyota movement and the watch features a Mineral crystal. The watch is 5 ATM. This means the watch is suitable for showering. The watch comes with 2 Year Warranty. .,4064092365993,Emporio Armani,,2025 Fall / Winter,Analog,No,5 Bar (Shower),Black,"Silver, Silver, Silver",AR11725,40 mm,13 mm,Stainless steel,Cushion,Silver,Stainless steel,Screwed case back,Mineral,Pull crown,0S21 ( See specifications ) Download manual (English),Miyota,No,quartz,Renata R399 399 / SR927W Battery,,60 months,Yes,No,20 mm,Stainless steel,20 mm,18 mm,Silver,Butterfly clasp with push buttons,Silver,,,,Yes,Pushpins,Yes,160 mm - 210 mm,Strap Emporio Armani AAR11688,https://www.mastersintime.com/pictures/emporio-armani-ar11725-carlo-18708965.jpg,https://www.mastersintime.com/emporio-armani-stainless-steel-quartz-chronograph-watch-with-cushion-case-ar11725.htm,$340.-
Emporio Armani AR11696 Watch,Solar powered diver style quartz chronograph,This Emporio Armani watch has a case made of stainless steel with a diameter of 43 mm and is fitted with a rubber band. Inside the case lies a Seiko movement and the watch features a Mineral crystal. The watch is 10 ATM. This means the watch is suitable for swimming. The watch comes with 2 Year Warranty. .,4064092347456,Emporio Armani,,2025 Fall / Winter,,No,10 Bar (Swim),Dark blue,"Silver, Silver, Silver",AR11696,43 mm,13 mm,Stainless steel,Round,Silver,Stainless steel,Screwed case back,Mineral,Pull crown,VR42 ( See specifications ) Download manual (English),Seiko,No,Solar Quartz,MT920,,6 months,Yes,No,22 mm,Silicone,22 mm,18 mm,Dark blue,Buckle,Silver,,,,No,Pushpins,Yes,160 mm - 210 mm,Strap Emporio Armani AAR11696,https://www.mastersintime.com/pictures/emporio-armani-ar11696-world-explorer-18364802.jpg,https://www.mastersintime.com/emporio-armani-solar-powered-diver-style-quartz-chronograph-ar11696.htm,$399.-
Emporio Armani AR60090 Watch,Stainless steel automatic diver watch,This Emporio Armani watch has a case made of stainless steel with a diameter of 42 mm and is fitted with a stainless steel band. Inside the case lies a Miyota movement and the watch features a Mineral crystal. The watch is 20 ATM. This means the watch is suitable for diving. The watch comes with 2 Year Warranty. .,4064092347562,Emporio Armani,,2025 Fall / Winter,Analog,No,20 Bar (Dive),Dark blue,"Silver, Silver, Orange",AR60090,42 mm,15 mm,Stainless steel,Round,Silver,Stainless steel,Screwed case back,Mineral,Screw crown,8215 ( See specifications ) Download manual (English),Miyota,No,Mechanical Automatic,,,,Yes,No,22 mm,Stainless steel,22 mm,18 mm,Silver,Deployment clasp with push buttons and safety,Silver,,,,Yes,Pushpins,Yes,160 mm - 220 mm,Strap Emporio Armani AAR60083,https://www.mastersintime.com/pictures/emporio-armani-ar60090-sea-explorer-18364082.jpg,https://www.mastersintime.com/emporio-armani-stainless-steel-automatic-diver-watch-ar60090.htm,$528.-
Emporio Armani AR11716 Watch,Modern stainless steel quartz watch with date,This Emporio Armani watch has a case made of stainless steel with a diameter of 41 mm and is fitted with a stainless steel band. Inside the case lies a Miyota movement and the watch features a Mineral crystal. The watch is 5 ATM. This means the watch is suitable for showering. The watch comes with 2 Year Warranty. .,4064092357738,Emporio Armani,,2025 Fall / Winter,Analog,No,5 Bar (Shower),Champagne,"Gold, Gold, Gold",AR11716,41 mm,10 mm,Stainless steel,Round,Bicolor,Stainless steel,Screwed case back,Mineral,Pull crown,2315 ( See specifications ) Download manual (English),Miyota,No,quartz,Renata R377 377 / SR626SW / SG4 Battery,,36 months,Yes,No,20 mm,Stainless steel,20 mm,18 mm,Bicolor,Butterfly clasp with push buttons,Silver,,,,Yes,Pushpins,Yes,160 mm - 210 mm,Strap Emporio Armani AAR11715,https://www.mastersintime.com/pictures/emporio-armani-ar11716-federico-18708917.jpg,https://www.mastersintime.com/emporio-armani-modern-stainless-steel-quartz-watch-with-date-ar11716.htm,$305.-
Emporio Armani AR11684 Watch,Stainless steel diver style quartz watch,This Emporio Armani watch has a case made of stainless steel with a diameter of 42 mm and is fitted with a rubber band. Inside the case lies a Seiko Instruments Inc. movement and the watch features a Mineral crystal. The watch is 10 ATM. This means the watch is suitable for swimming. The watch comes with 2 Year Warranty. .,4064092330380,Emporio Armani,,2025 Spring / Summer,Analog,No,10 Bar (Swim),Orange,"White, White, Black",AR11684,42 mm,11 mm,Stainless steel,Round,Black,Stainless steel,Screwed case back,Mineral,Pull crown,VX42 ( See specifications ) Download manual (English),Seiko Instruments Inc.,No,quartz,Renata R371 371 / SR920SW / SG6 / AG6 Battery,,36 months,Yes,No,22 mm,Silicone,22 mm,18 mm,Black,Buckle,Black,,,,No,Pushpins,Yes,160 mm - 210 mm,Strap Emporio Armani AAR60085,https://www.mastersintime.com/pictures/emporio-armani-ar11684-na-17795000.jpg,https://www.mastersintime.com/emporio-armani-stainless-steel-diver-style-quartz-watch-ar11684.htm,$305.-
Emporio Armani AR11691 Watch,Stainless steel quartz chronograph with date,This Emporio Armani watch has a case made of stainless steel with a diameter of 41 mm and is fitted with a stainless steel band. Inside the case lies a Miyota movement and the watch features a Mineral crystal. The watch is 5 ATM. This means the watch is suitable for showering. The watch comes with 2 Year Warranty. .,4064092347401,Emporio Armani,,2025 Fall / Winter,Analog,No,5 Bar (Shower),Black,"Silver, Silver, White",AR11691,41 mm,14 mm,Stainless steel,Round,Silver,Stainless steel,Closed with screws,Mineral,Pull crown,0S21 ( See specifications ) Download manual (English),Miyota,No,quartz,Renata R399 399 / SR927W Battery,,60 months,Yes,No,20 mm,Stainless steel,20 mm,16 mm,Silver,Butterfly clasp with push buttons,Silver,,,,Yes,Pushpins,Yes,160 mm - 210 mm,Strap Emporio Armani AAR11691,https://www.mastersintime.com/pictures/emporio-armani-ar11691-18364754.jpg,https://www.mastersintime.com/emporio-armani-stainless-steel-quartz-chronograph-with-date-ar11691.htm,$340.-
Emporio Armani AR11699 Watch,Solar powered diver style quartz watch,This Emporio Armani watch has a case made of stainless steel with a diameter of 42 mm and is fitted with a rubber band. Inside the case lies a Miyota movement and the watch features a Mineral crystal. The watch is 10 ATM. This means the watch is suitable for swimming. The watch comes with 2 Year Warranty. .,4064092347487,Emporio Armani,,2025 Fall / Winter,Analog,No,10 Bar (Swim),Black,"Silver, Silver, Silver",AR11699,42 mm,12 mm,Stainless steel,Round,Silver,Stainless steel,Screwed case back,Mineral,Pull crown,2070 ( See specifications ) Download manual (English),Miyota,No,Solar Quartz,Rechargeable battery,,4 months,No,No,22 mm,Silicone,22 mm,18 mm,Green,Buckle,Silver,,,,No,Pushpins,Yes,160 mm - 210 mm,Strap Emporio Armani AAR11638,https://www.mastersintime.com/pictures/emporio-armani-ar11699-world-explorer-18364034.jpg,https://www.mastersintime.com/emporio-armani-solar-powered-diver-style-quartz-watch-ar11699.htm,$305.-
Emporio Armani AR11728 Watch,Stainless steel quartz chronograph with date and 24h dial,This Emporio Armani watch has a case made of stainless steel with a diameter of 41 mm and is fitted with a stainless steel band. Inside the case lies a Miyota movement and the watch features a Mineral crystal. The watch is 5 ATM. This means the watch is suitable for showering. The watch comes with 2 Year Warranty. .,4064092365955,Emporio Armani,,2025 Fall / Winter,Analog,No,5 Bar (Shower),Dark blue,"Silver, Silver, White",AR11728,41 mm,14 mm,Stainless steel,Round,Silver,Stainless steel,Screwed case back,Mineral,Pull crown,0S21 ( See specifications ) Download manual (English),Miyota,No,quartz,Renata R399 399 / SR927W Battery,,60 months,Yes,No,20 mm,Stainless steel,20 mm,16 mm,Silver,Butterfly clasp with push buttons,Silver,,,,Yes,Pushpins,Yes,160 mm - 210 mm,Strap Emporio Armani AAR11691,https://www.mastersintime.com/pictures/emporio-armani-ar11728-dario-18709037.jpg,https://www.mastersintime.com/emporio-armani-stainless-steel-quartz-chronograph-with-date-and-24h-dial-ar11728.htm,$340.-
Emporio Armani AR11697 Watch,Solar powered diver style quartz watch,This Emporio Armani watch has a case made of stainless steel with a diameter of 42 mm and is fitted with a stainless steel band. Inside the case lies a Miyota movement and the watch features a Mineral crystal. The watch is 10 ATM. This means the watch is suitable for swimming. The watch comes with 2 Year Warranty. .,4064092347463,Emporio Armani,,2025 Fall / Winter,Analog,No,10 Bar (Swim),Dark blue,"Silver, Silver, Silver",AR11697,42 mm,11 mm,Stainless steel,Round,Silver,Stainless steel,Screwed case back,Mineral,Pull crown,2070 ( See specifications ) Download manual (English),Miyota,No,Solar Quartz,Rechargeable battery,,4 months,No,No,22 mm,Stainless steel,22 mm,18 mm,Silver,Deployment clasp with push buttons,Silver,,,,Yes,Pushpins,Yes,160 mm - 210 mm,Strap Emporio Armani AAR60074,https://www.mastersintime.com/pictures/emporio-armani-ar11697-world-explorer-18364826.jpg,https://www.mastersintime.com/emporio-armani-solar-powered-diver-style-quartz-watch-ar11697.htm,$340.-
Emporio Armani AR11709 Watch,Stainless steel quartz chronograph watch with date,This Emporio Armani watch has a case made of stainless steel with a diameter of 42 mm and is fitted with a Eco leather band. Inside the case lies a Miyota movement and the watch features a Mineral crystal. The watch is 5 ATM. This means the watch is suitable for showering. The watch comes with 2 Year Warranty. .,4064092347609,Emporio Armani,,2025 Fall / Winter,Analog,No,5 Bar (Shower),Black,"Silver, Silver, Silver",AR11709,42 mm,11 mm,Stainless steel,Round,Silver,Stainless steel,Closed with screws,Mineral,Pull crown,0S21 ( See specifications ) Download manual (English),Miyota,No,quartz,Renata R399 399 / SR927W Battery,,60 months,Yes,No,22 mm,Eco leather,22 mm,,Green,Buckle,Silver,Green,,,No,Quick release pushpins,Yes,,Strap Emporio Armani AAR11709,https://www.mastersintime.com/pictures/emporio-armani-ar11709-18364874.jpg,https://www.mastersintime.com/emporio-armani-stainless-steel-quartz-chronograph-watch-with-date-ar11709.htm,$305.-
Emporio Armani AR11685 Watch,Stainless steel diver style quartz watch,This Emporio Armani watch has a case made of stainless steel with a diameter of 42 mm and is fitted with a rubber band. Inside the case lies a Seiko Instruments Inc. movement and the watch features a Mineral crystal. The watch is 10 ATM. This means the watch is suitable for swimming. The watch comes with 2 Year Warranty. .,4064092330397,Emporio Armani,,2025 Spring / Summer,Analog,No,10 Bar (Swim),Blue,"Silver, Silver, Silver",AR11685,42 mm,11 mm,Stainless steel,Round,Black,Stainless steel,Screwed case back,Mineral,Pull crown,VX42 ( See specifications ) Download manual (English),Seiko Instruments Inc.,No,quartz,Renata R371 371 / SR920SW / SG6 / AG6 Battery,,36 months,Yes,No,22 mm,Silicone,22 mm,18 mm,Light Blue,Buckle,Black,,,,No,Pushpins,Yes,160 mm - 210 mm,Strap Emporio Armani AAR11685,https://www.mastersintime.com/pictures/emporio-armani-ar11685-na-17795120.jpg,https://www.mastersintime.com/emporio-armani-stainless-steel-diver-style-quartz-watch-ar11685.htm,$305.-
Emporio Armani AR60089 Watch,Stainless steel automatic diver watch,This Emporio Armani watch has a case made of stainless steel with a diameter of 42 mm and is fitted with a stainless steel band. Inside the case lies a Miyota movement and the watch features a Mineral crystal. The watch is 20 ATM. This means the watch is suitable for diving. The watch comes with 2 Year Warranty. .,4064092347555,Emporio Armani,,2025 Fall / Winter,Analog,No,20 Bar (Dive),Black,"Gold, Gold, Gold",AR60089,42 mm,14 mm,Stainless steel,Round,Bicolor,Stainless steel,Screwed case back,Mineral,Pull crown,8215 ( See specifications ) Download manual (English),Miyota,No,Mechanical Automatic,,,,Yes,No,22 mm,Stainless steel,22 mm,20 mm,Bicolor,Deployment clasp with push buttons and safety,Silver,,,,No,Quick release pushpins,Yes,160 mm - 220 mm,Strap Emporio Armani AAR60089,https://www.mastersintime.com/pictures/emporio-armani-ar60089-sea-explorer-18687896.jpg,https://www.mastersintime.com/emporio-armani-stainless-steel-automatic-diver-watch-ar60089.htm,$528.-
Emporio Armani AR11674 Watch,Stainless steel quartz watch with date,This Emporio Armani watch has a case made of stainless steel with a diameter of 39 mm and is fitted with a stainless steel band. Inside the case lies a Miyota movement and the watch features a Mineral crystal. The watch is 5 ATM. This means the watch is suitable for showering. The watch comes with 2 Year Warranty. .,4064092324839,Emporio Armani,,2025 Spring / Summer,Analog,No,5 Bar (Shower),Blue,"Silver, Silver, Silver",AR11674,39 mm,10 mm,Stainless steel,Round,Silver,Stainless steel,Snap on,Mineral,Pull crown,GM12 ( See specifications ) Download manual (English),Miyota,No,quartz,Renata R364 364 / SR621SW Battery,,36 months,Yes,No,20 mm,Stainless steel,20 mm,18 mm,Silver,Deployment clasp with push buttons,Silver,,,,Yes,Pushpins,Yes,160 mm - 220 mm,Strap Emporio Armani AAR60081,https://www.mastersintime.com/pictures/emporio-armani-ar11674-minimalist-17808158.jpg,https://www.mastersintime.com/emporio-armani-stainless-steel-quartz-watch-with-date-ar11674.htm,$305.-
Emporio Armani AR11678 Watch,Stainless steel quartz chronograph with date,This Emporio Armani watch has a case made of stainless steel with a diameter of 42 mm and is fitted with a stainless steel band. Inside the case lies a Miyota movement and the watch features a Mineral crystal. The watch is 5 ATM. This means the watch is suitable for showering. The watch comes with 2 Year Warranty. .,4064092330694,Emporio Armani,,2025 Spring / Summer,Analog,No,5 Bar (Shower),Black,"Gold, Gold, Gold",AR11678,42 mm,11.8 mm,Stainless steel,Round,Bicolor,Stainless steel,Closed with screws,Mineral,Pull crown,0S21 ( See specifications ) Download manual (English),Miyota,No,quartz,Renata R399 399 / SR927W Battery,,60 months,Yes,No,22 mm,Stainless steel,22 mm,20 mm,Bicolor,Butterfly clasp with push buttons,Silver,,,,Yes,Pushpins,Yes,160 mm - 220 mm,Strap Emporio Armani AAR11678,https://www.mastersintime.com/pictures/emporio-armani-ar11678-na-17794880.jpg,https://www.mastersintime.com/emporio-armani-stainless-steel-quartz-chronograph-with-date-ar11678.htm,$458.-
Emporio Armani AR11664 Watch,Rectangular quartz watch with date,This Emporio Armani watch has a case made of stainless steel with a diameter of 25 mm and is fitted with a stainless steel band. Inside the case lies a Miyota movement and the watch features a Mineral crystal. The watch is 5 ATM. This means the watch is suitable for showering. The watch comes with 2 Year Warranty. .,4064092324778,Emporio Armani,,2025 Spring / Summer,Analog,No,5 Bar (Shower),Mother of pearl,"Silver, Silver, Silver",AR11664,25 mm,5 mm,Stainless steel,Rectangular,Silver,Stainless steel,Snap on,Mineral,Pull crown,9T15 ( See specifications ) Download manual (English),Miyota,,quartz,Renata R321 321 / SR616SW Battery,,,,,18 mm,Stainless steel,18 mm,16 mm,Silver,Deployment clasp with push buttons,Silver,,,,Yes,Pushpins,Yes,160 mm - 220 mm,Strap Emporio Armani AAR11664,https://www.mastersintime.com/pictures/emporio-armani-ar11664-gino-17807678.jpg,https://www.mastersintime.com/emporio-armani-rectangular-quartz-watch-with-date-ar11664.htm,$340.-
Casio Edifice Classic  EFV-160D-2AVEF Watch,Stainless steel quartz watch with date,This Casio Edifice watch has a case made of stainless steel with a diameter of 40 mm and is fitted with a stainless steel band. Inside the case lies a Casio movement and the watch features a Mineral crystal. The watch is 10 ATM. This means the watch is suitable for swimming. The watch comes with 2 Year Warranty. .,4549526413049,Casio Edifice,EFV-160,2025 Fall / Winter,Analog,No,10 Bar (Swim),Blue,"Silver, Silver, Silver",EFV-160,40 mm,10 mm,Stainless steel,Round,Silver,Stainless steel,Screwed case back,Mineral,Pull crown,5340 ( See specifications ) Download manual (English),Casio,No,quartz,Renata R371 371 / SR920SW / SG6 / AG6 Battery,,36 months,Yes,No,20 mm,Stainless steel,20 mm,18 mm,Silver,Deployment clasp with push buttons,Silver,,,,Yes,Pushpins,Yes,160 mm - 220 mm,,https://www.mastersintime.com/pictures/casio-edifice-efv-160d-2avef-efv-160-18457142.jpg,https://www.mastersintime.com/casio-edifice-efv-160-stainless-steel-quartz-watch-with-date-efv-160d-2avef.htm,$118.-
Emporio Armani AR11644 Watch,Modern gents watch with green dial,This Emporio Armani watch has a case made of stainless steel with a diameter of 42 mm and is fitted with a stainless steel band. Inside the case lies a Miyota movement and the watch features a Mineral crystal. The watch is 5 ATM. This means the watch is suitable for showering. The watch comes with 2 Year Warranty. .,4064092303964,Emporio Armani,,2024 Fall / Winter,Analog,No,5 Bar (Shower),Green,"Silver, Silver, Silver",AR11644,42 mm,10 mm,Stainless steel,Round,Silver,Stainless steel,Snap on,Mineral,Pull crown,GM14 ( See specifications ),Miyota,No,,Renata R364 364 / SR621SW Battery,,3 years months,No,No,22 mm,Stainless steel,22 mm,20 mm,Silver,Deployment clasp with push buttons,Silver,,,,Yes,Pushpins,Yes,160 mm - 210 mm,Strap Emporio Armani AAR11599,https://www.mastersintime.com/pictures/emporio-armani-ar11644-minimalist-17380580.jpg,https://www.mastersintime.com/emporio-armani-modern-gents-watch-with-green-dial-ar11644.htm,$182.-
Emporio Armani AR11557 Watch,Small stainless steel quartz watch with date and MOP dial,This Emporio Armani watch has a case made of stainless steel with a diameter of 32 mm and is fitted with a stainless steel band. Inside the case lies a Miyota movement and the watch features a Mineral crystal. The watch is 3 ATM. This means the watch is splash waterproof. The watch comes with 2 Year Warranty. .,4064092225860,Emporio Armani,,2023 Fall / Winter,Analog,No,3 Bar (Wash hands),Mother of pearl,"Silver, Silver, Silver",AR11557,32 mm,7.5 mm,Stainless steel,Round,Silver,Stainless steel,Snap on,Mineral,Pull crown,2015 ( See specifications ) Download manual (English),Miyota,No,quartz,Renata R377 377 / SR626SW / SG4 Battery,,36 months,Yes,No,16 mm,Stainless steel,16 mm,14 mm,Silver,Deployment clasp with push buttons,Silver,,,,Yes,Pushpins,Yes,150 mm - 190 mm,Strap Emporio Armani AAR11557,https://www.mastersintime.com/pictures/emporio-armani-ar11557-federica-15835763.jpg,https://www.mastersintime.com/emporio-armani-small-stainless-steel-quartz-watch-with-date-and-mop-dial-ar11557.htm,$235.-
Emporio Armani AR11568 Watch,Small elegant moonphase quartz watch with crystals,This Emporio Armani watch has a case made of stainless steel with a diameter of 32 mm and is fitted with a leather band. Inside the case lies a Miyota movement and the watch features a Mineral crystal. The watch is 3 ATM. This means the watch is splash waterproof. The watch comes with 2 Year Warranty. .,4064092225563,Emporio Armani,,2022 Fall / Winter,Analog,No,3 Bar (Wash hands),Silver,"Rose gold, Rose gold, Rose gold",AR11568,32 mm,7.5 mm,Stainless steel,Round,Rose gold,Stainless steel,Snap on,Mineral,Pull crown,6P24 ( See specifications ),Miyota,,quartz,Renata R364 364 / SR621SW Battery,,,Yes,,12 mm,Leather,12 mm,10 mm,Brown,Buckle,Rose gold,,,,No,Quick release pushpins,Yes,150 mm - 190 mm,Strap Emporio Armani AAR11568,https://www.mastersintime.com/pictures/emporio-armani-ar11568-mia-15835907.jpg,https://www.mastersintime.com/emporio-armani-small-elegant-moonphase-quartz-watch-with-crystals-ar11568.htm,$212.-
Emporio Armani AR80065SET Watch,Small elegant quartz watch with crystals and free earrings,This Emporio Armani watch has a case made of stainless steel with a diameter of 32 mm and is fitted with a stainless steel band. Inside the case lies a Miyota movement and the watch features a Mineral crystal. The watch is 3 ATM. This means the watch is splash waterproof. The watch comes with 2 Year Warranty. .,4064092195620,Emporio Armani,,2022 Fall / Winter,Analog,No,3 Bar (Wash hands),Silver,"Rose gold, Rose gold, Rose gold",AR80065,32 mm,7.5 mm,Stainless steel,Round,Silver,Stainless steel,Snap on,Mineral,Pull crown,2035 ( See specifications ) Download manual (English),Miyota,No,quartz,Renata R377 377 / SR626SW / SG4 Battery,,36 months,Yes,No,12 mm,Stainless steel,12 mm,12 mm,Silver,Milanese clasp,Silver,,,,No,Pushpins,Yes,145 mm - 195 mm,Strap Emporio Armani AAR80065SET,https://www.mastersintime.com/pictures/emporio-armani-ar80065set-cleo-18527516.jpg,https://www.mastersintime.com/emporio-armani-small-elegant-quartz-watch-with-crystals-and-free-earrings-ar80065set.htm,$223.-
